"Vorwahl";"Ortsnetzname";"Gemeindename";"Gemeindekennzahl"
"0941";"Regensburg";"Tegernheim";"09375204"
"0941";"Regensburg";"Wenzenbach";"09375208"
"0941";"Regensburg";"Zeitlarn";"09375213"
"09420";"Feldkirchen Niederbay";"Feldkirchen";"09278121"
"09420";"Feldkirchen Niederbay";"Geiselhoring, Stadt";"09278123"
"09420";"Feldkirchen Niederbay";"Leiblfing";"09278146"
"09421";"Straubing";"Aiterhofen";"09278113"
"09421";"Straubing";"Atting";"09278117"
"09421";"Straubing";"Feldkirchen";"09278121"
"09421";"Straubing";"Parkstetten";"09278170"
"09421";"Straubing";"Straubing, Stadt";"09263000"
"09422";"Bogen Niederbay";"Aiterhofen";"09278113"
"09422";"Bogen Niederbay";"Bogen, Stadt";"09278118"
"09422";"Bogen Niederbay";"Hunderdorf";"09278139"
"09422";"Bogen Niederbay";"Parkstetten";"09278170"
"09422";"Bogen Niederbay";"Steinach";"09278190"
"09422";"Bogen Niederbay";"Straubing, Stadt";"09263000"
"09422";"Bogen Niederbay";"Windberg";"09278198"
"09423";"Geiselhoring";"Geiselhoring, Stadt";"09278123"
"09423";"Geiselhoring";"Laberweinting";"09278144"
"09423";"Geiselhoring";"Perkam";"09278172"
"09424";"Strasskirchen";"Aiterhofen";"09278113"
"09424";"Strasskirchen";"Irlbach";"09278140"
"09424";"Strasskirchen";"Oberschneiding";"09278167"
"09424";"Strasskirchen";"Stephansposching";"09271151"
"09424";"Strasskirchen";"Stra?kirchen";"09278192"
"09424";"Strasskirchen";"Wallersdorf, Markt";"09279137"
"09426";"Oberschneiding";"Aiterhofen";"09278113"
"09426";"Oberschneiding";"Leiblfing";"09278146"
"09426";"Oberschneiding";"Oberschneiding";"09278167"
"09426";"Oberschneiding";"Salching";"09278182"
"09427";"Leiblfing";"Leiblfing";"09278146"
"09427";"Leiblfing";"Mengkofen";"09279127"
"09427";"Leiblfing";"Moosthenning";"09279128"
"09427";"Leiblfing";"Pilsting, Markt";"09279132"
"09427";"Leiblfing";"Salching";"09278182"
"09428";"Kirchroth";"Ascha";"09278116"
"09428";"Kirchroth";"Kirchroth";"09278141"
"09428";"Kirchroth";"Parkstetten";"09278170"
"09428";"Kirchroth";"Steinach";"09278190"
"09428";"Kirchroth";"Wiesenfelden";"09278197"
"09428";"Kirchroth";"Worth a.d. Donau, Stadt";"09375210"
"09429";"Rain Niederbay";"Aholfing";"09278112"
"09429";"Rain Niederbay";"Atting";"09278117"
"09429";"Rain Niederbay";"Motzing";"09375171"
"09429";"Rain Niederbay";"Perkam";"09278172"
"09429";"Rain Niederbay";"Rain";"09278177"
"09431";"Schwandorf";"Schwandorf, Stadt";"09376161"
"09431";"Schwandorf";"Steinberg";"09376168"
"09431";"Schwandorf";"Wackersdorf";"09376175"
"09433";"Nabburg";"Guteneck";"09376133"
"09433";"Nabburg";"Nabburg, Stadt";"09376144"
"09433";"Nabburg";"Schmidgaden";"09376159"
"09433";"Nabburg";"Stulln";"09376169"
"09434";"Bodenwohr";"Bodenwohr";"09376116"
"09434";"Bodenwohr";"Bruck i.d. OPf., Markt";"09376117"
"09434";"Bodenwohr";"Wackersdorf";"09376175"
"09435";"Schwarzenfeld";"Nabburg, Stadt";"09376144"
"09435";"Schwarzenfeld";"Schmidgaden";"09376159"
"09435";"Schwarzenfeld";"Schwarzach b. Nabburg";"09376162"
"09435";"Schwarzenfeld";"Schwarzenfeld, Markt";"09376163"
"09435";"Schwarzenfeld";"Stulln";"09376169"
"09436";"Nittenau";"Bernhardswald";"09375119"
"09436";"Nittenau";"Bruck i.d. OPf., Markt";"09376117"
"09436";"Nittenau";"Nittenau, Stadt";"09376149"
"09436";"Nittenau";"Regenstauf, Markt";"09375190"
"09438";"Fensterbach";"Ebermannsdorf";"09371118"
"09438";"Fensterbach";"Fensterbach";"09376125"
"09438";"Fensterbach";"Schmidgaden";"09376159"
"09439";"Neunburg-Kemnath";"Neunburg vorm Wald, Stadt";"09376147"
"09439";"Neunburg-Kemnath";"Schwandorf, Stadt";"09376161"
"09439";"Neunburg-Kemnath";"Schwarzach b. Nabburg";"09376162"
"09439";"Neunburg-Kemnath";"Schwarzenfeld, Markt";"09376163"
"09439";"Neunburg-Kemnath";"Wackersdorf";"09376175"
"09441";"Kelheim";"Abensberg, Stadt";"09273111"
"09441";"Kelheim";"Essing, Markt";"09273121"
"09441";"Kelheim";"Ihrlerstein";"09273133"
"09441";"Kelheim";"Kelheim, Stadt";"09273137"
"09441";"Kelheim";"Saal a.d. Donau";"09273166"
"09442";"Riedenburg";"Altmannstein, Markt";"09176112"
"09442";"Riedenburg";"Riedenburg, Stadt";"09273164"
"09443";"Abensberg";"Abensberg, Stadt";"09273111"
"09443";"Abensberg";"Biburg";"09273119"
"09443";"Abensberg";"Neustadt a.d. Donau, Stadt";"09273152"
"09444";"Siegenburg";"Biburg";"09273119"
"09444";"Siegenburg";"Kirchdorf";"09273139"
"09444";"Siegenburg";"Neustadt a.d. Donau, Stadt";"09273152"
"09444";"Siegenburg";"Siegenburg, Markt";"09273172"
"09444";"Siegenburg";"Train";"09273177"
"09444";"Siegenburg";"Wildenberg";"09273181"
"09445";"Neustadt a d Donau";"Neustadt a.d. Donau, Stadt";"09273152"
"09445";"Neustadt a d Donau";"Pforring, Markt";"09176153"
"09446";"Altmannstein";"Altmannstein, Markt";"09176112"
"09446";"Altmannstein";"Kosching, Markt";"09176139"
"09446";"Altmannstein";"Mindelstetten";"09176147"
"09446";"Altmannstein";"Pforring, Markt";"09176153"
"09447";"Essing";"Essing, Markt";"09273121"
"09447";"Essing";"Ihrlerstein";"09273133"
"09447";"Essing";"Kelheim, Stadt";"09273137"
"09447";"Essing";"Riedenburg, Stadt";"09273164"
"09448";"Hausen Niederbay";"Hausen";"09273125"
"09448";"Hausen Niederbay";"Rohr i. NB, Markt";"09273165"
"09448";"Hausen Niederbay";"Saal a.d. Donau";"09273166"
"09448";"Hausen Niederbay";"Teugn";"09273175"
"09451";"Schierling";"Hagelstadt";"09375143"
"09451";"Schierling";"Mallersdorf-Pfaffenberg, Markt";"09278148"
"09451";"Schierling";"Pfakofen";"09375182"
"09451";"Schierling";"Schierling, Markt";"09375196"
"09452";"Langquaid";"Hausen";"09273125"
"09452";"Langquaid";"Herrngiersdorf";"09273127"
"09452";"Langquaid";"Langquaid, Markt";"09273141"
"09452";"Langquaid";"Rohr i. NB, Markt";"09273165"
"09452";"Langquaid";"Schierling, Markt";"09375196"
"09453";"Thalmassing";"Alteglofsheim";"09375113"
"09453";"Thalmassing";"Bad Abbach, Markt";"09273116"
"09453";"Thalmassing";"Hagelstadt";"09375143"
"09453";"Thalmassing";"Kofering";"09375161"
"09453";"Thalmassing";"Obertraubling";"09375179"
"09453";"Thalmassing";"Thalmassing";"09375205"
"09454";"Aufhausen Oberpf";"Aufhausen";"09375115"
"09454";"Aufhausen Oberpf";"Hagelstadt";"09375143"
"09454";"Aufhausen Oberpf";"Laberweinting";"09278144"
"09461";"Roding";"Cham, Stadt";"09372116"
"09461";"Roding";"Posing";"09372147"
"09461";"Roding";"Roding, Stadt";"09372153"
"09461";"Roding";"Schorndorf";"09372158"
"09462";"Falkenstein Oberpf";"Falkenstein, Markt";"09372125"
"09462";"Falkenstein Oberpf";"Michelsneukirchen";"09372142"
"09462";"Falkenstein Oberpf";"Rettenbach";"09372150"
"09463";"Wald Oberpf";"Bernhardswald";"09375119"
"09463";"Wald Oberpf";"Nittenau, Stadt";"09376149"
"09463";"Wald Oberpf";"Reichenbach";"09372149"
"09463";"Wald Oberpf";"Wald";"09372169"
"09464";"Walderbach";"Nittenau, Stadt";"09376149"
"09464";"Walderbach";"Reichenbach";"09372149"
"09464";"Walderbach";"Roding, Stadt";"09372153"
"09464";"Walderbach";"Walderbach";"09372170"
"09464";"Walderbach";"Zell";"09372167"
"09465";"Neukirchen-Balbini";"Neukirchen-Balbini, Markt";"09376146"
"09465";"Neukirchen-Balbini";"Neunburg vorm Wald, Stadt";"09376147"
"09465";"Neukirchen-Balbini";"Roding, Stadt";"09372153"
"09465";"Neukirchen-Balbini";"Stamsried, Markt";"09372161"
"09466";"Stamsried";"Pemfling";"09372146"
"09466";"Stamsried";"Rotz, Stadt";"09372154"
"09466";"Stamsried";"Stamsried, Markt";"09372161"
"09467";"Michelsneukirchen";"Michelsneukirchen";"09372142"
"09467";"Michelsneukirchen";"Roding, Stadt";"09372153"
"09467";"Michelsneukirchen";"Schorndorf";"09372158"
"09467";"Michelsneukirchen";"Traitsching";"09372164"
"09467";"Michelsneukirchen";"Wiesenfelden";"09278197"
"09468";"Zell Oberpf";"Brennberg";"09375120"
"09468";"Zell Oberpf";"Falkenstein, Markt";"09372125"
"09468";"Zell Oberpf";"Roding, Stadt";"09372153"
"09468";"Zell Oberpf";"Wald";"09372169"
"09468";"Zell Oberpf";"Zell";"09372167"
"09469";"Roding-Neubau";"Roding, Stadt";"09372153"
"09469";"Roding-Neubau";"Walderbach";"09372170"
"09471";"Burglengenfeld";"Burglengenfeld, Stadt";"09376119"
"09471";"Burglengenfeld";"Kallmunz, Markt";"09375156"
"09471";"Burglengenfeld";"Maxhutte-Haidhof, Stadt";"09376141"
"09471";"Burglengenfeld";"Regenstauf, Markt";"09375190"
"09471";"Burglengenfeld";"Schwandorf, Stadt";"09376161"
"09471";"Burglengenfeld";"Teublitz, Stadt";"09376170"
"09472";"Hohenfels  Oberpf";"Hohenfels, Markt";"09373134"
"09472";"Hohenfels  Oberpf";"Kallmunz, Markt";"09375156"
"09473";"Kallmunz";"Burglengenfeld, Stadt";"09376119"
"09473";"Kallmunz";"Duggendorf";"09375131"
"09473";"Kallmunz";"Hohenfels, Markt";"09373134"
"09473";"Kallmunz";"Holzheim a. Forst";"09375153"
"09473";"Kallmunz";"Kallmunz, Markt";"09375156"
"09473";"Kallmunz";"Regenstauf, Markt";"09375190"
"09474";"Schmidmuhlen";"Burglengenfeld, Stadt";"09376119"
"09474";"Schmidmuhlen";"Hohenburg, Markt";"09371129"
"09474";"Schmidmuhlen";"Rieden, Markt";"09371146"
"09474";"Schmidmuhlen";"Schmidmuhlen, Markt";"09371148"
"09480";"Sunching";"Aufhausen";"09375115"
"09480";"Sunching";"Geiselhoring, Stadt";"09278123"
"09480";"Sunching";"Motzing";"09375171"
"09480";"Sunching";"Riekofen";"09375191"
"09480";"Sunching";"Sunching";"09375201"
"09481";"Pfatter";"Barbing";"09375117"
"09481";"Pfatter";"Pfatter";"09375183"
"09482";"Worth a d Donau";"Bach a.d. Donau";"09375116"
"09482";"Worth a d Donau";"Kirchroth";"09278141"
"09482";"Worth a d Donau";"Wiesent";"09375209"
"09482";"Worth a d Donau";"Worth a.d. Donau, Stadt";"09375210"
"09484";"Brennberg";"Brennberg";"09375120"
"09484";"Brennberg";"Rettenbach";"09372150"
"09484";"Brennberg";"Wald";"09372169"
"09484";"Brennberg";"Wiesent";"09375209"
"09484";"Brennberg";"Worth a.d. Donau, Stadt";"09375210"
"09491";"Hemau";"Hemau, Stadt";"09375148"
"09492";"Parsberg";"Beratzhausen, Markt";"09375118"
"09492";"Parsberg";"Breitenbrunn, Markt";"09373115"
"09492";"Parsberg";"Hohenfels, Markt";"09373134"
"09492";"Parsberg";"Lupburg, Markt";"09373143"
"09492";"Parsberg";"Parsberg, Stadt";"09373151"
"09492";"Parsberg";"Seubersdorf i.d. OPf.";"09373160"
"09492";"Parsberg";"Velburg, Stadt";"09373167"
"09493";"Beratzhausen";"Beratzhausen, Markt";"09375118"
"09493";"Beratzhausen";"Kallmunz, Markt";"09375156"
"09495";"Breitenbrunn Oberpf";"Breitenbrunn, Markt";"09373115"
"09495";"Breitenbrunn Oberpf";"Dietfurt a.d. Altmuhl, Stadt";"09373121"
"09495";"Breitenbrunn Oberpf";"Hemau, Stadt";"09375148"
"09497";"Seubersdorf i d Opf";"Deining";"09373119"
"09497";"Seubersdorf i d Opf";"Seubersdorf i.d. OPf.";"09373160"
"09497";"Seubersdorf i d Opf";"Velburg, Stadt";"09373167"
"09498";"Laaber";"Brunn";"09375122"
"09498";"Laaber";"Deuerling";"09375127"
"09498";"Laaber";"Duggendorf";"09375131"
"09498";"Laaber";"Hemau, Stadt";"09375148"
"09498";"Laaber";"Laaber, Markt";"09375162"
"09499";"Painten";"Hemau, Stadt";"09375148"
"09499";"Painten";"Ihrlerstein";"09273133"
"09499";"Painten";"Painten, Markt";"09273159"
"09502";"Frensdorf";"Frensdorf";"09471131"
"09502";"Frensdorf";"Hochstadt a.d. Aisch, Stadt";"09572135"
"09502";"Frensdorf";"Pettstadt";"09471169"
"09502";"Frensdorf";"Pommersfelden";"09471172"
"09503";"Oberhaid Oberfr";"Bischberg";"09471117"
"09503";"Oberhaid Oberfr";"Oberhaid";"09471165"
"09503";"Oberhaid Oberfr";"Viereth-Trunstadt";"09471207"
"09504";"Stadelhofen";"Stadelhofen";"09471189"
"09504";"Stadelhofen";"Wattendorf";"09471209"
"09504";"Stadelhofen";"Weismain, Stadt";"09478176"
"09504";"Stadelhofen";"Wonsees, Markt";"09477164"
"09505";"Litzendorf";"Heiligenstadt i. OFr., Markt";"09471142"
"09505";"Litzendorf";"Litzendorf";"09471155"
"09505";"Litzendorf";"Memmelsdorf";"09471159"
"09505";"Litzendorf";"Strullendorf";"09471195"
"0951";"Bamberg";"Bamberg, Stadt";"09461000"
"0951";"Bamberg";"Bischberg";"09471117"
"0951";"Bamberg";"Gundelsheim";"09471137"
"0951";"Bamberg";"Hallstadt, Stadt";"09471140"
"0951";"Bamberg";"Litzendorf";"09471155"
"0951";"Bamberg";"Memmelsdorf";"09471159"
"0951";"Bamberg";"Stegaurach";"09471191"
"09521";"Hassfurt";"Ha?furt, Stadt";"09674147"
"09521";"Hassfurt";"Knetzgau";"09674163"
"09521";"Hassfurt";"Konigsberg i. Bay., Stadt";"09674164"
"09521";"Hassfurt";"Theres";"09674180"
"09521";"Hassfurt";"Wonfurt";"09674219"
"09521";"Hassfurt";"Zeil a. Main, Stadt";"09674221"
"09522";"Eltmann";"Ebelsbach";"09674129"
"09522";"Eltmann";"Eltmann, Stadt";"09674133"
"09522";"Eltmann";"Oberaurach";"09674159"
"09522";"Eltmann";"Stettfeld";"09674201"
"09523";"Hofheim i Ufr";"Aidhausen";"09674111"
"09523";"Hofheim i Ufr";"Bundorf";"09674120"
"09523";"Hofheim i Ufr";"Hofheim i. UFr., Stadt";"09674149"
"09524";"Zeil a Main";"Sand a. Main";"09674195"
"09524";"Zeil a Main";"Zeil a. Main, Stadt";"09674221"
"09525";"Konigsberg i Bay";"Konigsberg i. Bay., Stadt";"09674164"
"09526";"Riedbach";"Aidhausen";"09674111"
"09526";"Riedbach";"Ha?furt, Stadt";"09674147"
"09526";"Riedbach";"Konigsberg i. Bay., Stadt";"09674164"
"09526";"Riedbach";"Riedbach";"09674153"
"09526";"Riedbach";"Schonungen";"09678174"
"09527";"Knetzgau";"Knetzgau";"09674163"
"09528";"Donnersdorf";"Donnersdorf";"09678124"
"09528";"Donnersdorf";"Knetzgau";"09674163"
"09528";"Donnersdorf";"Michelau i. Steigerwald";"09678157"
"09528";"Donnersdorf";"Theres";"09674180"
"09528";"Donnersdorf";"Wonfurt";"09674219"
"09529";"Oberaurach";"Knetzgau";"09674163"
"09529";"Oberaurach";"Oberaurach";"09674159"
"09529";"Oberaurach";"Rauhenebrach";"09674187"
"09531";"Ebern";"Ebern, Stadt";"09674130"
"09531";"Ebern";"Reckendorf";"09471175"
"09531";"Ebern";"Rentweinsdorf, Markt";"09674190"
"09532";"Maroldsweisach";"Ermershausen";"09674223"
"09532";"Maroldsweisach";"Maroldsweisach, Markt";"09674171"
"09533";"Untermerzbach";"Ebensfeld, Markt";"09478120"
"09533";"Untermerzbach";"Ebern, Stadt";"09674130"
"09533";"Untermerzbach";"Itzgrund";"09473138"
"09533";"Untermerzbach";"Rattelsdorf, Markt";"09471174"
"09533";"Untermerzbach";"Se?lach, Stadt";"09473165"
"09533";"Untermerzbach";"Untermerzbach";"09674210"
"09534";"Burgpreppach";"Burgpreppach, Markt";"09674121"
"09534";"Burgpreppach";"Ebern, Stadt";"09674130"
"09534";"Burgpreppach";"Hofheim i. UFr., Stadt";"09674149"
"09535";"Pfarrweisach";"Ebern, Stadt";"09674130"
"09535";"Pfarrweisach";"Maroldsweisach, Markt";"09674171"
"09535";"Pfarrweisach";"Pfarrweisach";"09674184"
"09536";"Kirchlauter";"Breitbrunn";"09674118"
"09536";"Kirchlauter";"Ebelsbach";"09674129"
"09536";"Kirchlauter";"Gerach";"09471133"
"09536";"Kirchlauter";"Kirchlauter";"09674160"
"09536";"Kirchlauter";"Konigsberg i. Bay., Stadt";"09674164"
"09536";"Kirchlauter";"Rentweinsdorf, Markt";"09674190"
"09542";"Schesslitz";"Memmelsdorf";"09471159"
"09542";"Schesslitz";"Sche?litz, Stadt";"09471185"
"09543";"Hirschaid";"Hallerndorf";"09474133"
"09543";"Hirschaid";"Hirschaid, Markt";"09471145"
"09543";"Hirschaid";"Strullendorf";"09471195"
"09544";"Baunach";"Baunach, Stadt";"09471115"
"09544";"Baunach";"Breitengu?bach";"09471119"
"09544";"Baunach";"Gerach";"09471133"
"09544";"Baunach";"Kemmern";"09471150"
"09544";"Baunach";"Lauter";"09471152"
"09544";"Baunach";"Oberhaid";"09471165"
"09544";"Baunach";"Reckendorf";"09471175"
"09545";"Buttenheim";"Altendorf";"09471111"
"09545";"Buttenheim";"Buttenheim, Markt";"09471123"
"09545";"Buttenheim";"Eggolsheim, Markt";"09474123"
"09545";"Buttenheim";"Hallerndorf";"09474133"
"09545";"Buttenheim";"Hirschaid, Markt";"09471145"
"09546";"Burgebrach";"Burgebrach, Markt";"09471120"
"09546";"Burgebrach";"Schlusselfeld, Stadt";"09471220"
"09546";"Burgebrach";"Schonbrunn i. Steigerwald";"09471186"
"09547";"Zapfendorf";"Breitengu?bach";"09471119"
"09547";"Zapfendorf";"Ebensfeld, Markt";"09478120"
"09547";"Zapfendorf";"Rattelsdorf, Markt";"09471174"
"09547";"Zapfendorf";"Zapfendorf, Markt";"09471214"
"09548";"Muhlhausen Mittelfr";"Muhlhausen, Markt";"09572143"
"09548";"Muhlhausen Mittelfr";"Pommersfelden";"09471172"
"09548";"Muhlhausen Mittelfr";"Schlusselfeld, Stadt";"09471220"
"09548";"Muhlhausen Mittelfr";"Wachenroth, Markt";"09572160"
"09549";"Lisberg";"Bischberg";"09471117"
"09549";"Lisberg";"Eltmann, Stadt";"09674133"
"09549";"Lisberg";"Lisberg";"09471154"
"09549";"Lisberg";"Oberaurach";"09674159"
"09549";"Lisberg";"Priesendorf";"09471173"
"09549";"Lisberg";"Rauhenebrach";"09674187"
"09549";"Lisberg";"Schonbrunn i. Steigerwald";"09471186"
"09549";"Lisberg";"Walsdorf";"09471208"
"09551";"Burgwindheim";"Burgebrach, Markt";"09471120"
"09551";"Burgwindheim";"Burgwindheim, Markt";"09471122"
"09552";"Burghaslach";"Burghaslach, Markt";"09575116"
"09552";"Burghaslach";"Markt Taschendorf, Markt";"09575147"
"09552";"Burghaslach";"Schlusselfeld, Stadt";"09471220"
"09552";"Burghaslach";"Vestenbergsgreuth, Markt";"09572159"
"09553";"Ebrach Oberfr";"Ebrach, Markt";"09471128"
"09553";"Ebrach Oberfr";"Oberschwarzach, Markt";"09678164"
"09554";"Untersteinbach Unterfr";"Rauhenebrach";"09674187"
"09554";"Untersteinbach Unterfr";"Schonbrunn i. Steigerwald";"09471186"
"09555";"Schlusselfeld-Aschbach";"Geiselwind, Markt";"09675127"
"09555";"Schlusselfeld-Aschbach";"Schlusselfeld, Stadt";"09471220"
"09556";"Geiselwind";"Ebrach, Markt";"09471128"
"09556";"Geiselwind";"Geiselwind, Markt";"09675127"
"09556";"Geiselwind";"Oberscheinfeld, Markt";"09575157"
"09560";"Grub a Forst";"Ebersdorf b. Coburg";"09473121"
"09560";"Grub a Forst";"Grub a. Forst";"09473134"
"09561";"Coburg";"Ahorn";"09473112"
"09561";"Coburg";"Coburg, Stadt";"09463000"
"09561";"Coburg";"Dorfles-Esbach";"09473120"
"09561";"Coburg";"Lautertal";"09473141"
"09561";"Coburg";"Meeder";"09473144"
"09561";"Coburg";"Weitramsdorf";"09473175"
"09562";"Sonnefeld";"Ebersdorf b. Coburg";"09473121"
"09562";"Sonnefeld";"Neustadt b. Coburg, Stadt";"09473151"
"09562";"Sonnefeld";"Sonnefeld";"09473166"
"09562";"Sonnefeld";"Weidhausen b. Coburg";"09473174"
"09563";"Rodental";"Coburg, Stadt";"09463000"
"09563";"Rodental";"Rodental, Stadt";"09473159"
"09564";"Bad Rodach";"Bad Rodach, Stadt";"09473158"
"09564";"Bad Rodach";"Meeder";"09473144"
"09565";"Untersiemau";"Ahorn";"09473112"
"09565";"Untersiemau";"Bad Staffelstein, Stadt";"09478165"
"09565";"Untersiemau";"Gro?heirath";"09473132"
"09565";"Untersiemau";"Itzgrund";"09473138"
"09565";"Untersiemau";"Lichtenfels, Stadt";"09478139"
"09565";"Untersiemau";"Niederfullbach";"09473153"
"09565";"Untersiemau";"Untersiemau";"09473170"
"09566";"Meeder";"Lautertal";"09473141"
"09566";"Meeder";"Meeder";"09473144"
"09567";"Se?lach-Gemunda";"Maroldsweisach, Markt";"09674171"
"09567";"Se?lach-Gemunda";"Se?lach, Stadt";"09473165"
"09567";"Se?lach-Gemunda";"Weitramsdorf";"09473175"
"09568";"Neustadt b Coburg";"Neustadt b. Coburg, Stadt";"09473151"
"09569";"Sesslach";"Gro?heirath";"09473132"
"09569";"Sesslach";"Se?lach, Stadt";"09473165"
"09571";"Lichtenfels Bay";"Bad Staffelstein, Stadt";"09478165"
"09571";"Lichtenfels Bay";"Lichtenfels, Stadt";"09478139"
"09571";"Lichtenfels Bay";"Michelau i. OFr.";"09478145"
"09572";"Burgkunstadt";"Altenkunstadt";"09478111"
"09572";"Burgkunstadt";"Burgkunstadt, Stadt";"09478116"
"09573";"Staffelstein Oberfr";"Bad Staffelstein, Stadt";"09478165"
"09573";"Staffelstein Oberfr";"Ebensfeld, Markt";"09478120"
"09573";"Staffelstein Oberfr";"Itzgrund";"09473138"
"09574";"Marktzeuln";"Hochstadt a. Main";"09478127"
"09574";"Marktzeuln";"Lichtenfels, Stadt";"09478139"
"09574";"Marktzeuln";"Marktgraitz, Markt";"09478143"
"09574";"Marktzeuln";"Marktzeuln, Markt";"09478144"
"09574";"Marktzeuln";"Michelau i. OFr.";"09478145"
"09574";"Marktzeuln";"Redwitz a.d. Rodach";"09478155"
"09575";"Weismain";"Weismain, Stadt";"09478176"
"09576";"Lichtenfels-Isling";"Lichtenfels, Stadt";"09478139"
"09576";"Lichtenfels-Isling";"Weismain, Stadt";"09478176"
"09602";"Neustadt a d Waldnaab";"Altenstadt a.d. Waldnaab";"09374111"
"09602";"Neustadt a d Waldnaab";"Kirchendemenreuth";"09374128"
"09602";"Neustadt a d Waldnaab";"Neustadt a.d. Waldnaab, Stadt";"09374139"
"09602";"Neustadt a d Waldnaab";"Parkstein, Markt";"09374144"
"09602";"Neustadt a d Waldnaab";"Puchersreuth";"09374150"
"09602";"Neustadt a d Waldnaab";"Stornstein";"09374158"
"09602";"Neustadt a d Waldnaab";"Theisseil";"09374160"
"09603";"Floss";"Flo?, Markt";"09374121"
"09603";"Floss";"Flossenburg";"09374122"
"09603";"Floss";"Puchersreuth";"09374150"
"09603";"Floss";"Stornstein";"09374158"
"09603";"Floss";"Waldthurn, Markt";"09374165"
"09604";"Wernberg-Koblitz";"Luhe-Wildenau, Markt";"09374133"
"09604";"Wernberg-Koblitz";"Schnaittenbach, Stadt";"09371150"
"09604";"Wernberg-Koblitz";"Trausnitz";"09376173"
"09604";"Wernberg-Koblitz";"Wernberg-Koblitz, Markt";"09376150"
"09605";"Weiherhammer";"Grafenwohr, Stadt";"09374124"
"09605";"Weiherhammer";"Mantel, Markt";"09374134"
"09605";"Weiherhammer";"Schwarzenbach";"09374156"
"09605";"Weiherhammer";"Weiden i.d. OPf., Stadt";"09363000"
"09605";"Weiherhammer";"Weiherhammer";"09374166"
"09606";"Pfreimd";"Guteneck";"09376133"
"09606";"Pfreimd";"Nabburg, Stadt";"09376144"
"09606";"Pfreimd";"Pfreimd, Stadt";"09376153"
"09606";"Pfreimd";"Schnaittenbach, Stadt";"09371150"
"09606";"Pfreimd";"Wernberg-Koblitz, Markt";"09376150"
"09607";"Luhe-Wildenau";"Luhe-Wildenau, Markt";"09374133"
"09607";"Luhe-Wildenau";"Pirk";"09374146"
"09608";"Kohlberg Oberpf";"Hirschau, Stadt";"09371127"
"09608";"Kohlberg Oberpf";"Kohlberg, Markt";"09374131"
"09608";"Kohlberg Oberpf";"Schnaittenbach, Stadt";"09371150"
"0961";"Weiden i d Opf";"Bechtsrieth";"09374170"
"0961";"Weiden i d Opf";"Etzenricht";"09374119"
"0961";"Weiden i d Opf";"Irchenrieth";"09374127"
"0961";"Weiden i d Opf";"Pirk";"09374146"
"0961";"Weiden i d Opf";"Schirmitz";"09374154"
"0961";"Weiden i d Opf";"Theisseil";"09374160"
"0961";"Weiden i d Opf";"Weiden i.d. OPf., Stadt";"09363000"
"09621";"Amberg Oberpf";"Amberg, Stadt";"09361000"
"09621";"Amberg Oberpf";"Ammerthal";"09371111"
"09621";"Amberg Oberpf";"Freudenberg";"09371122"
"09621";"Amberg Oberpf";"Hahnbach, Markt";"09371126"
"09621";"Amberg Oberpf";"Kummersbruck";"09371136"
"09621";"Amberg Oberpf";"Poppenricht";"09371144"
"09621";"Amberg Oberpf";"Ursensollen";"09371154"
"09622";"Hirschau Oberpf";"Freihung, Markt";"09371121"
"09622";"Hirschau Oberpf";"Gebenbach";"09371123"
"09622";"Hirschau Oberpf";"Hirschau, Stadt";"09371127"
"09622";"Hirschau Oberpf";"Schnaittenbach, Stadt";"09371150"
"09624";"Ensdorf Oberpf";"Ebermannsdorf";"09371118"
"09624";"Ensdorf Oberpf";"Ensdorf";"09371120"
"09624";"Ensdorf Oberpf";"Hohenburg, Markt";"09371129"
"09624";"Ensdorf Oberpf";"Kummersbruck";"09371136"
"09624";"Ensdorf Oberpf";"Rieden, Markt";"09371146"
"09624";"Ensdorf Oberpf";"Schwandorf, Stadt";"09376161"
"09625";"Kastl b Amberg";"Kastl, Markt";"09371132"
"09625";"Kastl b Amberg";"Lauterhofen, Markt";"09373140"
"09626";"Hohenburg";"Hohenburg, Markt";"09371129"
"09626";"Hohenburg";"Ursensollen";"09371154"
"09627";"Freudenberg Oberpf";"Freudenberg";"09371122"
"09627";"Freudenberg Oberpf";"Schmidgaden";"09376159"
"09628";"Ursensollen";"Ammerthal";"09371111"
"09628";"Ursensollen";"Illschwang";"09371131"
"09628";"Ursensollen";"Ursensollen";"09371154"
"09631";"Tirschenreuth";"Barnau, Stadt";"09377112"
"09631";"Tirschenreuth";"Mahring, Markt";"09377139"
"09631";"Tirschenreuth";"Plo?berg, Markt";"09377146"
"09631";"Tirschenreuth";"Tirschenreuth, Stadt";"09377154"
"09632";"Waldsassen";"Konnersreuth, Markt";"09377131"
"09632";"Waldsassen";"Leonberg";"09377137"
"09632";"Waldsassen";"Waldsassen, Stadt";"09377158"
"09633";"Mitterteich";"Leonberg";"09377137"
"09633";"Mitterteich";"Mitterteich, Stadt";"09377141"
"09634";"Wiesau";"Fuchsmuhl, Markt";"09377119"
"09634";"Wiesau";"Pechbrunn";"09377145"
"09634";"Wiesau";"Wiesau, Markt";"09377159"
"09635";"Barnau";"Barnau, Stadt";"09377112"
"09635";"Barnau";"Tirschenreuth, Stadt";"09377154"
"09636";"Plo?berg";"Barnau, Stadt";"09377112"
"09636";"Plo?berg";"Flossenburg";"09374122"
